# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       6.2831853      0.89962707       11.305047
2.750       6.4088490      0.88302943       11.775668
2.750       6.5345127      0.84522831       11.947689
2.750       6.6601764      0.82726835       12.381517
2.750       6.7858401      0.81275315       12.865889
2.750       6.9115038      0.78059644       13.056131
2.750       7.0371675      0.75911633       13.402082
2.750       7.1628313      0.74732870       13.913490
2.750       7.2884950      0.73079054       14.334308
2.750       7.4141587      0.70269009       14.508406
2.750       7.5398224      0.68975988       14.977921
2.750       7.6654861      0.67533432       15.410197
2.750       7.7911498      0.66695440       15.979790
2.750       7.9168135      0.64941178       16.324567
2.750       8.0424772      0.63569257       16.752781
2.750       8.2938046      0.59778551       17.277347
2.750       8.5451320      0.56346729       17.811287
2.750       8.7964594      0.55030843       18.975802
2.750       9.0477868      0.53710754       20.153877
2.750       9.2991143      0.50957389       20.758797
2.750       9.5504417      0.49945566       22.041318
2.750       9.8017691      0.48355355       23.068971
2.750       10.053096      0.46646313       24.009722
2.750       10.304424      0.45360724       25.143248
2.750       10.555751      0.43247016       25.768780
2.750       10.807079      0.41831725       26.748595
2.750       11.058406      0.40029444       27.423787
2.750       11.309734      0.39479419       28.933311
2.750       11.561061      0.37648587       29.472163
2.750       11.812388      0.37183571       31.048063
2.750       12.063716      0.35675344       31.730851
2.750       12.315043      0.34803156       32.930377
2.750       12.566371      0.33854067       34.033821
2.750       12.817698      0.32425177       34.592561
2.750       13.069025      0.32328179       36.557889
2.750       13.320353      0.30840876       36.927011
2.750       13.571680      0.29873561       37.831896
2.750       13.823008      0.29444965       39.399341
2.750       14.074335      0.28515343       40.274719
2.750       14.325663      0.27566901       41.058431
2.750       14.576990      0.26692708       41.885765
2.750       14.828317      0.26047697       43.024438
2.750       15.079645      0.25760095       44.749795
2.750       15.330972      0.25139168       45.891287
2.750       15.582300      0.24164652       46.317536
2.750       15.833627      0.24040550       48.345481
2.750       16.084954      0.23222274       48.959221
2.750       16.587609      0.22529240       52.091659
2.750       17.090264      0.20802459       52.605512
2.750       17.592919      0.20231645       55.810402
2.750       18.095574      0.19196612       57.625129
2.750       18.598229      0.18931532       61.697954
2.750       19.100883      0.17875926       63.110144
2.750       19.603538      0.17087995       65.217590
2.750       20.106193      0.16783352       69.109619
2.750       20.608848      0.15969223       70.813356
2.750       21.111503      0.15607597       74.398424
2.750       21.614157      0.14826162       75.842724
2.750       22.116812      0.14402397       78.935547
2.750       22.619467      0.13902146       81.507805
2.750       23.122122      0.13578493       85.036402
2.750       23.624777      0.13050289       87.175314
2.750       24.127432      0.12660836       90.087787
2.750       24.630086      0.11878712       89.916092
2.750       25.132741      0.11796165       94.870392
2.750       25.635396      0.11488030       98.047365
2.750       26.138051      0.11009457       99.599178
2.750       26.640706      0.10760351       103.07038
2.750       27.143361      0.10393801       105.30173
2.750       27.646015      0.10209384       109.28673
