# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       37.196457     0.063009688       164.27910
2.750       38.201767     0.062855291       177.52619
2.750       39.207076     0.058558896       178.79547
2.750       40.212386     0.056102452       184.81262
2.750       41.217696     0.052885856       187.61213
2.750       42.223005     0.052369138       199.70692
2.750       43.228315     0.048835298       199.85224
2.750       44.233625     0.048291128       211.73624
2.750       45.238934     0.046875761       219.86479
2.750       46.244244     0.045703394       228.97694
2.750       47.249554     0.045150213       241.28104
2.750       48.254863     0.042619492       242.60614
2.750       49.260173     0.040622067       245.99148
2.750       50.265482     0.040050058       257.68134
2.750       51.270792     0.038095262       260.10656
2.750       52.276102     0.037435176       270.93164
2.750       53.281411     0.038047023       291.55339
2.750       54.286721     0.034055367       276.01753
2.750       55.292031     0.034988476       299.62835
2.750       56.297340     0.034107722       308.30929
2.750       57.302650     0.033166134       316.14712
2.750       58.307960     0.032872519       330.13136
2.750       59.313269     0.031863327       336.83481
2.750       60.318579     0.030315925       337.05004
2.750       61.323889     0.029229494       341.49207
2.750       62.329198     0.029243234       358.73213
2.750       63.334508     0.028339522       364.74049
2.750       64.339818     0.028975993       390.97416
2.750       66.350437     0.027900075       412.86398
2.750       68.361056     0.025170342       407.36684
2.750       70.371675     0.024967947       440.80525
2.750       72.382295     0.024766691       475.81188
2.750       74.392914     0.023221798       484.35168
2.750       76.403533     0.023968644       541.56932
2.750       78.414153     0.021506322       525.31496
2.750       80.424772     0.020712989       545.86161
2.750       82.435391     0.021096916       598.72906
2.750       84.446011     0.019566061       596.91306
2.750       86.456630     0.019175096       627.77311
2.750       88.467249     0.019529825       685.04039
2.750       90.477868     0.018820434       706.19879
2.750       92.488488     0.018488668       741.03535
2.750       94.499107     0.017399475       743.85709
2.750       96.509726     0.017032070       775.62349
2.750       98.520346     0.017759961       860.37949
2.750       100.53096     0.016271117       837.50456
2.750       102.54158     0.016582232       905.76037
2.750       104.55220     0.015534036       899.40262
2.750       106.56282     0.015972173       979.15493
2.750       108.57344     0.014940963       968.76777
2.750       110.58406     0.014655085       1004.0058
2.750       112.59468     0.014560101       1052.9028
2.750       114.60530     0.014493110       1105.2129
2.750       116.61592     0.013676125       1098.7701
2.750       118.62654     0.013955620       1180.2255
2.750       120.63716     0.014155458       1259.0341
2.750       122.64778     0.014627309       1367.1424
2.750       124.65840     0.013065259       1282.1915
2.750       126.66902     0.013747257       1415.4597
2.750       128.67964     0.013750320       1484.2687
2.750       132.70087     0.011099652       1314.0170
2.750       136.72211     0.012022248       1556.5828
2.750       140.74335     0.010569527       1492.8270
2.750       144.76459     0.010701994       1644.8337
2.750       148.78583     0.010524616       1756.1485
2.750       152.80707     0.011174793       2019.9474
2.750       156.82831     0.010029083       1959.7687
2.750       160.84954     0.010719739       2260.0289
2.750       164.87078    0.0096687329       2195.1840
2.750       168.89202    0.0096206471       2348.0208
2.750       172.91326    0.0092494099       2422.5301
2.750       176.93450     0.010412875       2921.9883
2.750       180.95574    0.0089798919       2695.6185
2.750       184.97698    0.0091424462       2931.4716
2.750       188.99821    0.0084089104       2875.9616
